Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Senegal,SEN,..,..,..,..,..,..,10.7,..,..,10.3,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Serbia,SRB,..,..,6.4,6.1,5.9,4.8,2.7,1.9,1.4,1.2,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Seychelles,SYC,..,..,..,..,..,..,0.4,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Sierra Leone,SLE,..,..,..,..,..,..,23.1,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Slovak Republic,SVK,..,..,0.7,0.5,1.4,0.4,0.3,0.1,0.2,0.2,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Slovenia,SVN,..,..,0,0,0,0,0,0,0,0,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,South Africa,ZAF,..,27.7,16.6,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,South Sudan,SSD,..,..,..,..,50.9,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Spain,ESP,0.4,0.7,0.7,0.8,1,0.7,0.8,0.7,0.8,0.5,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Sri Lanka,LKA,13.9,..,..,..,2.7,..,..,2.1,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,St. Lucia,LCA,..,..,..,0.1,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Sudan,SDN,..,..,15.8,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,1.1,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Sweden,SWE,..,0.1,0.4,0.5,0.3,0.2,0.7,0.3,0.4,0.6,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Switzerland,CHE,..,0.1,0,0,0,0,0,0,0,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,23,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Tajikistan,TJK,..,..,..,7,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Tanzania,TZA,..,63.1,..,..,..,..,33.6,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Thailand,THA,12.8,5.7,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Timor-Leste,TLS,..,..,23.2,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Togo,TGO,..,..,..,41.7,..,..,23,..,..,22,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Tonga,TON,..,2.7,..,2.8,..,..,..,..,..,0.3,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Tunisia,TUN,8.4,5.3,..,0.4,..,..,..,..,..,0.4,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Turkiye,TUR,..,..,..,..,..,0.5,0.4,0.5,0.5,0.5,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Uganda,UGA,..,..,..,..,32.4,..,..,32.1,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Ukraine,UKR,..,..,0,0.2,0.1,0.1,0.1,0.1,0,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,United Arab Emirates,ARE,..,..,..,..,..,..,0,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,United Kingdom,GBR,0.1,0.2,0.3,0.2,0.3,0.3,0.4,0.4,0.4,0.3,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,United States,USA,0.4,0.6,1.2,1,1,1.1,1,0.9,0.3,0.3,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Uruguay,URY,..,0.6,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.2,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Uzbekistan,UZB,..,59.6,..,..,..,..,..,..,..,..,1.8,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Vanuatu,VUT,..,..,..,..,..,..,..,10.6,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Viet Nam,VNM,..,..,2.2,..,1.6,..,1.4,..,0.9,..,1.1,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,West Bank and Gaza,PSE,..,..,..,..,0.7,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,"Yemen, Rep.",YEM,..,..,18.3,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Zambia,ZMB,..,..,..,47.7,..,..,..,..,..,..,49.9,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Zimbabwe,ZWE,..,..,..,..,..,25.9,..,29.9,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,East Asia & Pacific,EAS,47.1,30.4,4.6,3.7,3.1,2.7,2.2,1.8,1.7,1.6,1.5,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Europe & Central Asia,ECS,3.9,8.1,1.1,0.9,0.8,0.8,0.5,0.5,0.6,0.5,0.5,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Fragile and conflict affected situations,FCS,..,..,23.8,24.8,25,24.9,24.8,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,High income,HIC,0.8,1,0.6,0.6,0.5,0.6,0.5,0.4,0.3,0.3,0.3,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,IDA total,IDA,41.4,37.8,23.4,23.4,23.2,22.7,22.3,22.1,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Latin America & Caribbean,LCN,13.8,12,4,3.8,3.9,3.9,3.8,3.8,3.6,4,3.2,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Low & middle income,LMY,36.3,28.5,12.6,12.1,11.8,11.1,10.2,10,10.7,10.4,9.8,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Low income,LIC,..,46.1,34.1,34.9,35,34.8,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Lower middle income,LMC,35.1,..,17.2,16.6,16.2,14.8,13.2,12.9,14.1,13.3,12.4,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Middle East & North Africa,MEA,7.2,4.5,3.2,3.8,4.4,4.6,4.6,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,South Asia,SAS,37.3,..,18.1,17.4,16.9,14.8,12.5,12,13.5,12.3,10.9,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Sub-Saharan Africa,SSF,41.8,42.9,30,30.1,29.9,29.6,29.3,29.2,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,Upper middle income,UMC,36,24.1,3.8,3.2,2.9,2.6,2.2,1.9,1.8,1.8,1.5,..
Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,World,WLD,28.2,22.8,10.3,10,9.7,9.2,8.4,8.3,8.8,8.6,8.1,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Albania,ALB,..,..,9.7,3.5,4.7,3.6,2.7,1.2,1.5,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Angola,AGO,..,39.4,..,..,..,..,52.9,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Argentina,ARG,..,10.7,2.1,..,2.3,2.4,2.9,3.4,4,2.8,2.5,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Armenia,ARM,..,..,11.4,9.4,9.5,8.1,9.4,9.8,6.7,8.7,10,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Australia,AUS,..,..,0.7,..,0.5,..,0.7,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Austria,AUT,..,0.2,0.3,0.7,0.9,0.4,0.7,0.7,0.9,0.5,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Bangladesh,BGD,..,71.9,..,..,51.6,..,..,..,..,..,30,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Belarus,BLR,..,43.3,0.1,0.1,0.1,0.1,0.1,0,0.1,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Belgium,BEL,..,0.7,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Benin,BEN,..,..,..,78.1,..,..,53.2,..,..,43.4,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Bhutan,BTN,..,..,..,..,..,9.4,..,..,..,..,0.5,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Bolivia,BOL,15.6,35.4,9,8.6,10.1,9.2,7.7,5.7,6.4,5.4,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Botswana,BWA,..,..,..,38,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Brazil,BRA,41.6,..,8.6,9.3,10.6,11,10.9,10.8,5.3,11.3,8.4,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Bulgaria,BGR,..,..,3.9,6.1,4.8,3.5,2.3,2.8,1.4,2,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Burkina Faso,BFA,..,..,74.2,..,..,..,63.1,..,..,60.7,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Burundi,BDI,..,..,..,..,..,..,..,..,86.2,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Cabo Verde,CPV,..,..,..,19.3,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Cameroon,CMR,..,..,47,..,..,..,..,..,..,46.7,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Canada,CAN,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,85.8,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Chad,TCD,..,..,..,..,..,..,64.6,..,..,..,62.8,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Chile,CHL,28.1,16,..,1.5,..,1,..,..,2.7,..,0.9,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,China,CHN,92.7,..,12.7,9.8,7.8,6.8,5,3,2,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Colombia,COL,..,33.2,14.3,13,12.9,12.1,12.2,13.7,19.3,16.4,14,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Comoros,COM,..,..,39.5,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,92.1,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Costa Rica,CRI,20.8,14.8,4.3,4.4,4.1,3.1,4,3.5,6,3.7,3.3,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Cote d'Ivoire,CIV,..,..,..,63.2,..,..,39.7,..,..,38.4,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Croatia,HRV,..,..,1.7,1.3,1.3,1.1,0.7,0.6,0.7,0.4,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Cyprus,CYP,..,..,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Czechia,CZE,..,..,0.1,0,0.1,0.1,0,0,0,0.1,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Denmark,DNK,..,0,0.2,0.3,0.3,0.2,0.2,0.3,0.2,0.2,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Djibouti,DJI,..,..,..,..,..,43.8,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Dominican Republic,DOM,..,16.1,10.9,8.8,8,5.4,4.2,3.5,5.2,4.3,4,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Ecuador,ECU,..,50.2,8.7,9.5,9.5,8.9,9.7,9.9,14.4,10.9,9.5,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,"Egypt, Arab Rep.",EGY,33.9,..,..,13.2,..,22,..,17.6,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,El Salvador,SLV,..,25.7,13.7,11.5,12,9.7,9,6.6,..,8.7,8.6,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Estonia,EST,..,..,1.4,0.9,0.7,0.6,0.5,0.9,0.5,0.4,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Eswatini,SWZ,..,76.4,..,..,58,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Ethiopia,ETH,..,..,..,65,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Fiji,FJI,..,..,..,..,..,..,..,12.4,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Finland,FIN,..,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,France,FRA,0.2,0.2,0,0.2,0.1,0,0.1,0.1,0.2,0.2,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Gabon,GAB,..,..,..,..,..,8.1,..,..,..,..,..,..
