Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,"Korea, Rep.",KOR,..,..,12.5,..,12.2,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Kosovo,XKX,..,..,8.2,5.9,7,6.6,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Kyrgyz Republic,KGZ,..,6.8,3.4,4.5,3.6,3.8,3.8,3.8,5,4.4,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Lao PDR,LAO,..,..,..,..,..,..,10.3,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Latvia,LVA,..,..,13.3,11.7,12.5,12.8,11.9,11.9,12.2,12.3,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Lesotho,LSO,..,..,..,..,..,21,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Liberia,LBR,..,..,10.5,..,12.2,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Lithuania,LTU,..,..,15,14.7,15,13.5,13.2,12.1,10.4,11.2,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Luxembourg,LUX,6.5,9.7,11.1,12.1,11,13.3,14.3,12.8,14.3,12.7,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Malawi,MWI,..,..,..,..,9.5,..,..,11.1,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Malaysia,MYS,..,..,..,16.4,..,..,17,..,..,16.5,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Maldives,MDV,..,..,..,..,9.7,..,..,7.5,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Mali,MLI,..,..,..,..,..,..,9.2,..,..,9.4,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Malta,MLT,..,..,9.5,8.9,10,9.4,9.7,9.6,9.9,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Marshall Islands,MHL,..,..,..,..,..,..,..,11.3,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Mauritania,MRT,..,16,12.1,..,..,..,..,10.6,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Mauritius,MUS,..,..,..,..,..,10.9,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Mexico,MEX,..,19.5,15.6,..,18.6,..,18,..,18.1,..,15.3,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Moldova,MDA,..,13,4.7,5.2,4.2,4.5,3.8,4.5,..,4.3,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Mongolia,MNG,..,..,9.8,..,10.2,..,9.9,..,..,..,9.7,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Montenegro,MNE,..,..,21.3,20.5,18.9,18.9,19.9,17.4,16.7,15.9,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Morocco,MAR,13.6,12.6,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Mozambique,MOZ,..,..,16.9,..,..,..,..,17.4,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Myanmar,MMR,..,..,..,9,..,6.7,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Namibia,NAM,..,..,..,24.1,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Netherlands,NLD,7,..,7.9,7.9,8.5,7.8,8.1,8.7,8,7.9,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Nicaragua,NIC,..,..,18.3,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Niger,NER,..,..,8.6,..,..,..,7.9,..,..,4.9,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Nigeria,NGA,..,..,..,13.1,..,..,13.2,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,North Macedonia,MKD,..,..,17.2,17.1,18.8,17.7,17.5,18.4,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Norway,NOR,..,5,7.6,8,9.2,8.2,8,8.3,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Pakistan,PAK,9.2,..,..,3.7,..,..,3.5,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Panama,PAN,..,26.6,23.1,22.6,22.9,23.5,22.3,22.8,..,21.5,..,22
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Paraguay,PRY,15.3,..,19.8,20.2,19.1,18,18.3,18.6,18.6,17,17.2,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Peru,PER,..,24.2,20.5,19.5,20.6,20,19.3,18.7,19.8,16.1,16.4,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Philippines,PHL,..,16.5,..,14.7,..,..,12.9,..,..,11.7,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Poland,POL,..,..,13.3,12.9,9.9,9.4,9.5,8.8,9.2,8.7,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Portugal,PRT,..,..,14.2,13.2,12.5,11,11.5,11.2,12.3,10.5,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Romania,ROU,..,..,21.3,20.5,18.8,19.2,18.1,18,18,17,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Russian Federation,RUS,..,15.1,12,11.6,11.8,11.3,10.8,10.9,9.8,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Rwanda,RWA,..,14,..,..,12.4,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Sao Tome and Principe,STP,..,10.5,..,..,..,12.7,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Senegal,SEN,..,..,..,..,..,..,10.4,..,..,11.2,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Serbia,SRB,..,..,21.6,20.4,19.9,18.2,17,15.2,14.6,12.4,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Seychelles,SYC,..,..,..,..,..,..,14.3,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Sierra Leone,SLE,..,..,..,..,..,..,7.5,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Slovak Republic,SVK,..,..,10.9,10.6,9.2,8.6,9.3,8.8,10.2,9.9,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Slovenia,SVN,..,..,7.6,7.5,7,6.4,5.3,5.6,5.4,5.4,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,South Africa,ZAF,..,25.5,23.5,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,South Sudan,SSD,..,..,..,..,18.6,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Spain,ESP,11.2,13.2,17.3,17.4,16.9,16.1,15.7,15.9,16.5,15.4,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Sri Lanka,LKA,5.9,..,..,..,9.7,..,..,9.5,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,St. Lucia,LCA,..,..,..,13.9,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Sudan,SDN,..,..,9.7,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,16.1,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Sweden,SWE,..,7,9.3,9.6,10.4,10.1,10.8,10.2,10.1,11.1,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Switzerland,CHE,..,9.2,10.4,10.9,11.1,10.9,11.2,11.1,10.4,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,8,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Tajikistan,TJK,..,..,..,11.7,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Tanzania,TZA,..,12.5,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Thailand,THA,11.4,12.3,11.3,10,10.8,11,11.3,9.6,10.6,10,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Timor-Leste,TLS,..,..,5.4,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Togo,TGO,..,..,..,18.2,..,..,15.8,..,..,13.1,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Tonga,TON,..,15.8,..,11.9,..,..,..,..,..,5.8,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Tunisia,TUN,16.9,16.4,..,10.5,..,..,..,..,..,10.8,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Turkiye,TUR,..,..,..,..,..,17.4,17.4,17.5,17.3,17.8,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Uganda,UGA,..,..,..,..,13.1,..,..,13.5,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Ukraine,UKR,..,..,4.2,5,5.2,5.9,5,6.1,5.1,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,United Arab Emirates,ARE,..,..,..,..,..,..,9.1,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,United Kingdom,GBR,12,12.5,12,12,12.2,12.5,12.2,13,11.5,11.7,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Uruguay,URY,..,..,17.8,18.2,17.5,17.1,16.9,17.4,18,17.3,17.8,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Uzbekistan,UZB,..,11.4,..,..,..,..,..,..,..,..,13.4,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Vanuatu,VUT,..,..,..,..,..,..,..,12.8,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Viet Nam,VNM,..,..,13,..,13.4,..,14,..,13.9,..,13.4,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,West Bank and Gaza,PSE,..,..,..,..,12.8,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,"Yemen, Rep.",YEM,..,..,10.6,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Zambia,ZMB,..,..,..,24.6,..,..,..,..,..,..,21.9,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Zimbabwe,ZWE,..,..,..,..,..,12.7,..,16.8,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,United States,USA,0.7,1,1.5,1.2,1.2,1.5,1.2,1.2,0.5,0.5,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Albania,ALB,..,..,9.7,3.5,4.7,3.6,2.7,1.2,1.5,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Angola,AGO,..,39.4,..,..,..,..,52.9,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Argentina,ARG,..,10.7,2.1,..,2.3,2.4,2.9,3.4,4,2.8,2.5,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Armenia,ARM,..,..,11.4,9.4,9.5,8.1,9.4,9.8,6.7,8.7,10,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Australia,AUS,..,..,0.7,..,0.5,..,0.7,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Austria,AUT,..,0.2,0.3,0.7,0.9,0.4,0.7,0.7,0.9,0.5,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Bangladesh,BGD,..,71.9,..,..,51.6,..,..,..,..,..,30,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Belarus,BLR,..,43.3,0.1,0.1,0.1,0.1,0.1,0,0.1,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Belgium,BEL,..,0.7,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Benin,BEN,..,..,..,78.1,..,..,53.2,..,..,43.4,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Bhutan,BTN,..,..,..,..,..,9.4,..,..,..,..,0.5,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Bolivia,BOL,15.6,35.4,9,8.6,10.1,9.2,7.7,5.7,6.4,5.4,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Botswana,BWA,..,..,..,38,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Brazil,BRA,41.6,..,8.6,9.3,10.6,11,10.9,10.8,5.3,11.3,8.4,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Bulgaria,BGR,..,..,3.9,6.1,4.8,3.5,2.3,2.8,1.4,2,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Burkina Faso,BFA,..,..,74.2,..,..,..,63.1,..,..,60.7,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Burundi,BDI,..,..,..,..,..,..,..,..,86.2,..,..,..
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,Cabo Verde,CPV,..,..,..,19.3,..,..,..,..,..,..,..,..
